business_id,date,review_id,stars,text,type,user_id,cool,useful,funny,sentiment,sentiment_label
n4mfUCDXHsg0GH50HzJpug,2008-04-02,q_xk3xZ1JKwwFZk8HJd4MA,4,even though drink beer going rock bottom since lived san diego always decent experience stopped lunch got mac cheese chicken comes salad huge portions cold plate chilled fork salad nice touch mac cheese piping hot really good see pics two people could shared mac cheese finish even though wanted friendly waitress refilled drink brought check timely manner,review,UsULgP4bKA8RMzs8dQzcsA,2,3,1,Positive,2
YRWuNpZHoSpy0zPpc7TzqQ,2012-05-30,nz7rsUgMK6X497NlsNUugg,4,daaaaaaaaaaaaaaaaaaaaaang ac feels good,review,TPqXQMBaRdn7wYUP_diphQ,0,1,0,Positive,2
b5cEoKR8iQliq-yT2_O0LQ,2012-03-16,yeJSQXhPe7OK5JjZ8V_QtQ,3,visited recently first time enjoyed happy hour appetizers patio cool place outdoor dining waterfall added nice background offer smoking non smoking separate sides patio course know anyone smoking entire area gets enjoy smoke non smoker would appreciate true non smoking area outdoors compelling pass beautiful day another small observation tables low chairs causing lean eat chairs comfortable ordered chicken quesadilla crab cake appetizer quesadilla made w green chiles cheese served w green red salsa care red salsa green pretty good rather mild side sour cream missing crab cakes ok nothing special served w nice side salad made good small meal side kind orange sauce chipotle crab cakes seemed really hot skip next time please based outdoor atmosphere alone would definitely come back,review,Ud43DdZ6PibSYEtsi18F4A,0,1,0,Positive,2
jGldmslgIegQNM5kvb851Q,2011-01-03,VZA-Ghv3smBenqURzNiCyw,4,great place go parents thanksgiving dinner served family style ton food started plate different bruschetta appetizers excellent choice salads meats turkey served focaccia dressing tilapia served side best creamed spinach ever side dishes addition mashed sweet potatoes mashed garlic potatoes okay pasta dishes signature rigatoni angel hair pomodoro sauce sausage desserts little pricey amount food serve leftovers think worth best way go group family style menu maggiano chicago pretty much good plentiful food fast friendly service,review,jx104chvz7NbkVytXldUGg,2,2,1,Positive,2
XWvht_1ZLdK7EHJ3jo4q0g,2012-06-29,pHmpxF9npF7LMIkhGfJ8lA,4,quinoa veggie burger best veggie burger long time dry flavorful texture place consciously choose make room dessert bread pudding amazing light fluffy sweet sweet know desserts seem one taste setting might well brought huge pile sugar souffle delicious well nice atmosphere relaxed classy,review,h3TnHCqFga0VgPO390PjKA,0,1,0,Positive,2
2ceeU8e3nZjaPfGmLwh4kg,2011-03-27,xq1RRWPcda-7oZWihqQU6A,4,haunted enough get everyone go check casey moore like casper great compromise still right around mill ave asu student quite convenient however casey part typical mill ave meat market scene always whole slew people old timers angstful hipster stoic gothic average joe drinks reasonably price great late night happy hour food fantastic oysters really live name casey moore oyster house besides supposed aphrodisiac bring dates lots outdoor seating picnic benches cram people tables interior divey going get tempe take downside unreliable service quite hit miss far bartenders go bouncers id checkers undoubtedly hilarious everytime,review,mqyH3CqjMufsm5FccDrjLA,1,2,1,Positive,2
53YGfwmbW73JhFiemNeyzQ,2012-08-31,Vv0FeEOn7AMmw7iKutmnAw,3,sometimes really wish could live scottsdale met two girlfriends great time visit solid went take advantage happy hour prices seem wayyyy steep anyway take advantage happy hour must sit either outside patio lounge outdoor patio beautiful prettiest outdoor seating seen ever misters sit outside ask bar area tiny filled super fast duh yummy indoor ambiance beautiful little dark awesome lights ever service good location nice right next free parking tried featured white wine whatever sorry forgot good friend tried sangria fan weird flavor compared sangrias describe onto food people raved flatbread pizzas idea talking margharita good soggy flavorless hummus yummy needed pita onto star show bruschetta vine ripe tomato yummy apple caponata yummier prosciutto fig also excellent ohhhh yummy place get bruscetta wine long day,review,gQMuqiadl4WXnB58fljphw,0,0,0,Positive,2
rr13jM6SUmfPPPGHHMHCgQ,2010-05-23,HeHeLUUaJwwkJgPSWLXowQ,2,agree others cheap sushi option impressed sashimi precut tasteless soggy like defrosted also saw pre made rolls back counter come hard make fresh roll would given star get free miso salad get sick fish got paid,review,jMyy4KU2SuJ6FhWtgLqRwQ,0,1,0,Positive,2
AsSCv0q_BWqIe3mX2JqsOQ,2012-11-17,Y3uVyBwuoydPOBuT72gYaw,5,place heavenly dreams regular basis cookies fresh choose two different kinds two different ice cream flavors tasty,review,khPlizt3ava1xkbtAxHQnw,1,1,0,Positive,2
Uty42E_VZV_iGMYiY_WB5w,2011-02-18,BkZOHEAVnwTTdbBhcl3VUw,2,stopped one night late one guy working probably manager owner based phone looking like wanted gtfo dodge attitude wearing anything quiznos related like workers food subpar chain hard fuck care making sub pretty much watched throw together run toaster tossed lettuce wrap chips hand wanted meal ask rang w drink asked size cup grab said oh wanted drink course wanted fucking drink stared like wtf man told keep drink cause run card srsly chain gives stuff training make sandwich like quiznos around country hate customer service buy franchise sandwich shop two stars lucky one,review,8CNEh7fSbLwDuAKhLjDPKQ,1,2,1,Positive,2
-3WVw1TNQbPBzaKCaQQ1AQ,2012-12-15,huPT-KNdfDmrSFNW1yYQhA,4,friday night restaurant busy service top drawer food good back prices reasonable,review,x_XnF95v-Bwl3_n11FALoA,0,0,0,Positive,2
ytcm2DXuJWKPTqCtr6uJ4A,2011-07-12,8UGbKHQseX7Q1Bt02vPCww,5,yum best donuts phoenix,review,FdxUhQ2orufg_eMgWAoH6Q,0,0,0,Positive,2
JRzrqJmsQ5AZ4bMQLUfyHg,2012-02-13,2JZqlmRzuAWuSZ6IwUHudQ,5,alright going say place awesome service outstanding food wonderful came breakfast sunday morning busy wait long server colleen great greeted us right away brought drinks quickly food good love potatoes menu fantastic lots choose like decor lots parking lot nice place back,review,kffxYQVQsEpF1DVlQlcGCg,4,3,2,Positive,2
6oRAC4uyJCsJl1X0WZpVSA,2010-04-20,MDtjJub6L_2dgkSxF1lipA,5,place gem food amazing cheap service good favorite part place never changes walk door ali already knows order chicken shawarma special comes hand made pita soft delicious chicken seasoned perfectly comes yummy little dollop garlic sauce never found better hummus life around town new york l ick l shudder good iced tea hint rose water oh gyro hands best town mention market attached talk best price spices town spices come little plastic sealed pillows get spice jars ikea stock get without mentioning lamb tongue connoisseur organ meats sandwich like tender lamb ever life shut try sad part haji close early usually pm week night totally worth getting go orders swing way home work,review,YEVokKX9G9PgHJ_gK4gO_g,1,1,0,Positive,2
fDZzCjlxaA4OOmnFO-i0vw,2012-02-22,Cl4HwB-TN7N3rp-bTPv58A,4,went week two young children met friend also young child nice use space watch television flat panel tvs would nice football season weekend space child friendly nice menu although offer crayons kids said process incorporating menu huge offered lots traditional breakfast combinations waffle eggs sausage ordered pigs blanket children prepared sausage fantastic perfect amount spice wrapped pancakes also really good waffle wonderful really light fluffy perfect amount crunch outside friend ordered french toast coated captain crunch cereal sounds odd incredibly good bacon served balanced sweetness served choice bacon ordered applewood smoked bacon excellent five different types bacon including one infused jalapeno try next time service bit slow understandable given first week opening staff friendly attentive definitely back would recommend anyone nice neighborhood breakfast spot,review,bl6qTJt0UkFoHtLIm2PdPQ,0,1,0,Positive,2
cgNIBHS2mLdbTRiodAT6EQ,2010-11-14,iaJ-DFL3je6oxcutTxjzkw,4,food fresh quality taste consistent service nice polite even though couple servers speak much english building trip outside looks like doublewide trailer foundation inside homey northeastern mexico look hand even though guacamole fresh little bright lacks strong taste red hot sauce watery still got kick overall itchin substandard guacamole marginally inflated prices location great place chow give four stars food good fresh fast service friendly quick,review,QXwoSi_A4OpOBsyc1AdIgQ,1,2,0,Positive,2
vvA3fbps4F9nGlAEYKk_sA,2007-03-07,JDZNoAax4s1DAAbOK1JLJg,4,avanti come place cool get mild mobster vibe alright think food fantastico really really good homemade pastas extensive wine list filled great choices uncertain wine would go best meal hesitate ask servers pretty friendly knowledgeable try crab shrimp cakes appetizer tortellini portifino dinner delish dessert lover get either cream brulee tiramisu,review,0CMz8YaO3f8xu4KqQgKb9Q,1,3,0,Positive,2
pAHUC05ceak48e745i6G4g,2012-08-11,bz-bfn67R8awWNI_2OYQIA,5,decided eat whim husband got burger brûlée got beach house burger fantastic buns perfect agreed best burgers really long time sweet potato tater tots french fries also amazing fed family five definitely going back friendly service casual atmosphere clean thumbs way,review,vly1KuEvBdRdQRVd2xY7og,1,0,0,Positive,2
Xk3inJcuBGLhavUcdlINZA,2012-11-18,N8iWLV7rcfbfD_ahNzrkeQ,3,arrived time however table ready offered place bar told cannot order minutes somewhat bizarre thing told total eight dishes fantastic others mediocre despite fact hot new thing customer never told order minutes exudes arrogance cocktails pretty good might give another chance,review,I62z57QNcj86cXxgSrHcOA,0,0,0,Positive,2
flMu0Tz5RsaMzr6K8kg1EA,2012-06-21,LahW2hidQK4L15RN9RPUPw,5,lived steps away place years months ago boyfriend suggested give try since picky mexican food places doubts boy wrong say wow place amazingly delicious thought would never find place served authentic mexican tacos blue found hole wall strip mall steps house good thing also dangerous thing trying lose weight place good got two tacos know going back,review,Foe_x9I0OhY1hp62BtFSgQ,0,0,0,Positive,2
YKOvlBNkF4KpUP9q7x862w,2011-04-17,PikrkILIWSQiT5Oyi3MZ1w,3,bit surprised high prices figured trendy factor old town atmosphere reason teeny portions food quality good like good egg great bad good happy hour dark inside lots pretty wait staff first suggestion would fire grill mahi tacos batter flavorful side dishes street corn potato chorizo thing good wanted try guac bucks avacado garlic cilantro trying make good ceviche hubby thought rubios rocks comparison love shrimp tacos pablano portobello tacos,review,8AT9WSphWIIC2k8lh__izA,1,3,0,Positive,2
yewofYCtFEMQ6BKd5zwQUA,2011-02-13,u4ZlL_d-sZbs2uitBvQLUw,4,particular wal mart gone major renovation really clean store well kept unlike wal marts put subway inside instead mcdonalds super wal mart even groceries interior store looks much like target wal mart prices practically find everything except alcohol right next freeway chaparral exit easy find wal marts notorious long waits self checkout well speeds process,review,AkJFqLqHHAKY3H5R8p7cPQ,0,1,0,Positive,2
ke3RFq3mHEAoJE_kkRNhiQ,2012-08-04,T70lUpub5MgNq6Ap-iulRA,1,bad experience terrible service terrible food first organizing happy hour dinner retirement party friday august rd reading fine print website say happy hour prices bar area although party could fit area one attendees called restaurant spoke manager confirmed going happy hour prices turns got restaurant thought another party people booked spot happy hour attendee spoke manager misinformed gave us one round happy hour prices second server awful couple servers actually waited us table people anyways took wrong orders listen needs rushed rushed rushed new person came late table even served saw track sorry amount restaurants worst service ever mean servers actually new new table took order arrived ordered full size fried green tomatoes order fried okra plate sweet potato fries server gave fried green tomatoes gave full size fried okra sweet potato fries horrible server take sweet potato fries awful server took away without even asking wanted another batch cook much probably fry tomatoes alot better restaurant told server ordered size fried okra said ok brought back kitchen brought dish back said charge size order lastly server gave us bill separate checks even right server putting stuff bill even belong check needless say coming back restaurant,review,-ZVmHZcdn_OH52QWwSMimA,0,1,0,Positive,2
ssSeK9MYRCUjoabppekwoA,2010-01-23,-sNSP8_vSbyjDxeWu9oO6w,2,wife downtown friends decided check place ordered pasta lunch chose penne alla campagna another penne tomatoes mozzarella meh okay food okay kind bland bit overpriced snag small slice pepperoni pizza one kids table actually best part meal would go back nope sir,review,gcyEUr4DXcbjnGRAWFtfAQ,0,0,0,Positive,2
b3mfNkad2uxdlKLrS3hDCg,2009-04-26,ygTUOgZn4aXyDMToOq6c6Q,5,one favorite places go kids lunch bring small amount grab table trees enjoy afternoon away kids play within eyesight entire patio really large fenced grassy tree filled area volleyball courts multiple gathering areas ping pong horse shoes jumbo checkers even another fenced area full sand toys kids,review,vNFxfUDTPgZRgV3EHnkmJg,1,1,1,Positive,2
Shl6PtJERnowSJSC4IHbYQ,2012-06-09,CCMftMLcRYi6uQWSsNnelA,4,best pizza ive arizona hands best friend lives az friends stopped place enjoyed surprisingly wonderful tasting pizza must try went playing underground hip hop fan made great atmosphere enjoy food highly recommend place live california place still comes mind great college students fam bam,review,0FBHDK_lXbAdSRopnOwyVQ,1,0,0,Positive,2
Y-9dJvw-J2d9QKfuL7mKgA,2011-03-11,Avr8PwwX8YFTUMlhPpxwUg,3,banana pecan french toast great order order split someone else breakfast desert rest food definitely better ok dropped review stars restrooms clean hand soap employees washing hands,review,8sPCbR5LCbCVOrQaAFR_QA,0,0,0,Negative,0
f7Xe9Xzoafhi_EY4xwEpSw,2010-05-02,ptaV9AQw_78TlKIohuwe1w,4,first meal miele last night pleasantly surprised purchased groupon restaurant month ago glad otherwise may noticed cute place amongst neighbors strip mall started brochette spent next minutes raving amazing tomatoes crisp fresh chopped garlic complimentary oil fantastic flavor definitely good choice dinner spaghetti meatballs boy chicken toscana authentic italian flavor accompanies food made care meatballs everything craving little spicy filled flavor portion left enough leftovers brent ate entire meal left full belly intentions return soon complaints food delicious docked restaurant star two reasons lights way bright appreciate restaurant casual italian joints dimmer switch overhead lights could wonders atmosphere one favorite treats italian restaurants bread dipped tasty olive oil fresh ground pepper parmesan cheese bread delicious prepackaged butter accompanied impress also would liked freshly ground parmesan spaghetti noticed lot pizzas picked takeout thought bar looked like cute little place come drink bite sometime highly recommended great way support local business owner tempe,review,AMTubqx4AT8ZnrFvvJng2w,0,0,0,Positive,2
PoRYjYUSjmeWM1WLsx_45w,2007-10-23,6b5sifuzXWw0cMd_8c9how,3,uh oh view atop mountain superb city seen directions look downtown downtown bunch houses construction look sky wowza ok stopping enjoy view one thing stopping figure hell another worry told friend city laid grid anything walk side mountain cut back across street oh little know let give back story south mountain twice first time christmas eve hardly soul could found met friend blazed trail always jeep sight harm getting turned around trusted guide second last time hiked south mountain february best friend flew phoenix weekend birthday since weather great comparison detroit wanted sun much possible problem knew could go good hike little know get lost parked th st entrance picked path mormon trail way discovering religion joked passing several hikers reached recognizable summit stopped appreciate view ponder location turn around go back way came still mormon trail markers loops signs god looked us take prisoners personality comes conquering great piles rock onward shouted punching air fists little later stopped eye squinting retiring sun call us lost point time stubborn admit error let ask somebody suggested next hiker dude passed stopped ask trail loop back around want go asked realized tied tennis shoes tight march rocky labyrinth told parked said good hour hike back car yet another mile two th st entrance oh problem thought since city laid like grid little know exceptions pressed thanking impromptu guide friend hiked hiked hiked passing fellow hikers mountain bikers finally trail opened flat land close thought reached end trail parking lot street connecting us needed go instead long gravel road weaved golf course w f set walk long gravel road hit baseline determined cut back westward find car way getting anywhere sun setting time waste hiked miles already feet heavy like cinder blocks continued let hitch ride suggested people gathering wonderful ford pick trucks jeeps hikers friendly thought somebody bound accept plea help opted car slowed ugh creep thought instead helpful hiker friend summit asked needed ride best friend exchanged glances thought take second long pause accepted hopped back rode shot gun leaving seat belt door unlocked case speedy getaway chit chatted drive road lead another road another another finally touched baseline hell hit us would walking another miles foot back car windy disjointed roads damn golf course damn south mountain damn unmarked trails change name moron trail blazed enthusiastically kind hiker man dropped us car drove away sigh large enough blanket skyline unlocked car got inside drove away away south mountain nature beast practical joker counted miles minutes would taken us get back car another hour least sun would set would missed dinner engagement lucky us stopped right hiker friend right moment otherwise may never made home write review,review,APLIPfq1Rf8QyhHHk2uAyA,4,5,4,Positive,2
-sC66z4SO3tR7nFCjfQwuQ,2012-05-28,-cDLdPqZyJwslg500NjwOA,5,love place great happy hour,review,Dngg6R24eGnEry89Tf926A,0,1,0,Positive,2
3OF6i6LTzRXpwNgodv7aeQ,2012-09-26,t7bWOojFVqeOtb-RFnxmAA,3,ordered cappuccino typical order new place good pretty heart design top made smile espresso perfect require sweetener also got blueberry muffin good perhaps low fat something picky pastries anyway biggest problem place fact bathroom coffee makes pee discovered walk way baby gap place next door bathroom open yet requiring pack computer leave drink food unattended bit undesirable know mall type area still surprised drink food place set tone place spend lot time may intention also love john mayer played songs perhaps mixing putting pandora station would better staff nice free wifi return espresso get go,review,1wIeo3yUIZ7g7OWdzQ0vfA,0,0,0,Positive,2
EWMwV5V9BxNs_U6nNVMeqw,2010-11-27,omFFL7IBSlHGMTwkijA-BQ,4,harissa spiced fries need say wine list exceptional open late mandatory boozy creature night like server quite attentive without intrusive wine glasses never dry instinctively sensed would three bottle sort night suggested additional bottles go meal food generous proportion bear mind ordering fez salad fresh crisp combination dressing goat cheese hit spot hummus platter heaven sent right amount garlic lamb kisra also exceptional immediately devoured aforementioned harissa fries fiery often dream really fez located tucson would gain least ten pounds eating harissa fries every day harissa unfamiliar north african chili based spice lovely smoky quality highly recommend well fez phoenix next weekend prepare round two,review,hCVIyb8z0vzGXxtn6V1b8Q,0,0,0,Positive,2
iWlaj4R-2BTsWR7PwL90BQ,2012-02-04,0bVf_Zx9qzKeOLu_CkrkvQ,1,nasty workers priced trash,review,HE8AOm5mO_sgap7_coM0RQ,0,0,1,Negative,0
Cp5_NSJFNgylD5SUdmT8nQ,2011-03-24,0lF4gUlgdFot80CAQdzd7w,4,went photograph concert great crowd fun quirky locals loved dive bar ambience without trashy dirty lighting show great sound good great beers get shillings,review,Rg4gzsz3w00vRlIOXcGUIA,0,0,0,Positive,2
m9i6aX4nmuTwqO5PjeLNZg,2012-10-02,eVkl8le195A8e1As21bWJg,5,dr jones friendly understanding,review,oSqsvEHLxowiQiWNqsd7zA,0,0,0,Positive,2
wNsmt1hF1uv3YvbwXZMAoQ,2012-06-18,K-wADqFPVlhBRz0P16AuCg,2,noise makes almost impossible talk staff looks like customers customers better dressed staff wrinkled sunglasses back head hard know supposed ask help know responsive friendly willing please food fair dressings sauced watered food minimal terms amounts money favorite among neighborhood adults hung old monastery behind whitney murphy funeral home beginning think fellow az peeps idea good casual food service az terrible customer service businesses terrible restaurants retail watch valets drive customers cars fast around parking lot arcadia tavern entitle opinion since worked way school waitress bartender valet service manager service consultant deb,review,Myya0TP7RshcuHm9HO4dPw,1,1,0,Positive,2
hqVbmZNLTdR2y7G7oJu9vg,2011-11-11,E8uqj0y_ShvN7cp9qvXeHg,4,surprised unexpected north phoenix location attentive bothersome service antipasto platter shared among people plenty chianti splendid entre arrived piping hot impressive food delicious lovely intimate dining reccommend side became dim hard time reading menu bit uplighting please,review,8iCo1fXYvFPAPbL3cYBXlw,0,0,0,Positive,2
rRSrENv9j_rLnehMlQEukQ,2012-04-27,cr9gHsAoIxPmelFl8CpMfA,5,great library take canned food donate april wave fines great cause great deal fine free,review,nM3vfxr6fcnN_nXdzwbVCw,2,2,1,Positive,2
V1nEpIRmEa1768oj_tuxeQ,2012-11-16,MLtzUWelRFIBJ3cV5JUeKA,3,ok goes start bad finish positive far pizza goes went impressed must say ny style slice pizza kind guy pizza hit spot maybe little fancy palette take boy ghetto take ghetto boy simple food always better obviously enough people like gourmet pizza place amazing reviews one simple man obnoxious fat chick sitting right behind proclaimed friend longer investing time men available put pizza grab dry salad shut really restaurants fault though endure convo duration meal server nice however seemed rushed times wait refills water check atmosphere romantic outside light trees live music even turned one heaters patio lil lady crepe nutella chocolate powdered sugar ice cream good bottom line willing come try something pizza,review,wpzKJORxvWVfXL7AdKjhvg,1,1,1,Positive,2
vtQOervVVTXjhvSZQiZ6PA,2008-06-17,NbP-kkjLbqHnlRzSPNQ-aw,4,never actually eaten restaurant swaddee one places used pick take home lived chandler first take process never botched order food ready within time frame given every time almost always flash food sampled various veggie seafood options equally delicious since never inside minutes really vouch atmosphere service stand food little pricier perhaps thai basil street totally worth,review,zHH2Iz49wCZYYDLBTv0YOg,2,5,1,Positive,2
gf3hwItAL3ssLLa1rh8QIg,2009-07-23,TrYFsKx0SUj_NmZiyv4wFA,5,meaning stop keep driving glad stopped pleased moment walked store well lit cheery books line wall making feel like walking oasis knowledge found copies book looking needed copies owner said order copies two books also offered community room book club nice friendly definitely kind place want encourage,review,9OpjxLRhiV9YImoMVHlxLQ,2,1,0,Positive,2
7SO_rX1F6rQEl-5s3wZxgQ,2012-12-20,FqfWt22uSDgca4dRK4PIgw,5,best gluten free pizza absolutely loved avacado pizza delicious wait staff great friendly invited us wine tasting waited parking limited certainly issue complain,review,SW5RpjVtyMhxdzuA8dOdYA,0,0,0,Positive,2
XvQDPOu2oTdNPx8kiiTYow,2012-04-06,ZvsS9z4uuL2yc7jtAyk-zA,1,portions small plasticware reminds jack box serving tray right mall food court menu selection drastically reduced really enjoy conversation relax lunch listening kitchen scream order numbers customers flavor mixing softdrink machine fun gimmicky food quality flavor part leave wanting returning location,review,qJb1Z2tSTBu89IAE1mPx6A,0,3,0,Neutral,1
aWFzJ5kGhEH5Dve_D8u-0Q,2010-03-26,5CtSOHNUgJ57bkBQZeX5tg,5,went check new drop denim boys phoenicia association got left new pair naked famous raw selvedge denim weird guy cut shirt wrath arcane sickest little pocket drops breast waist perfect lighter cigs little zipper bottom spent nice chunk dough nothing crazy nice combo wear dinner parents old town downtown saturday night,review,d1o01mHoY7Yv5hzDZE9VBg,1,1,1,Positive,2
qjmCVYkwP-HDa35jwYucbQ,2010-10-25,MPm_rk8IdBeOenP-kOvu3A,4,food good service pretty good restaurant definitely reminds la loud definitely go back,review,jAVKFq7iAE_IQYdRT--hiA,0,0,0,Positive,2
R7YlKfLpoFDAJQB9hBcQJA,2011-07-25,anzXqMA6LR_YngiQJBrTgw,5,best food found area price right get much food take home get early get good seat fills lunch priced right,review,fjD-bmdoT5PrdV0ryZ8IKg,0,0,0,Positive,2
JokKtdXU7zXHcr20Lrk29A,2012-09-30,vM7LSLjxyH1RQ2xwYrXHIg,5,love breweries love four peaks one e best breweries az came friday night trouble getting table place huge packed still room move around ordered hopshot ipa great beer time always good experience wait till pumpkin porter coming oct st,review,-kIvLyWpY17aRa0vPp-RmA,0,2,1,Positive,2
MEOC6ng0jPhQOX_BzEzf_w,2010-01-28,bVm6S0tZ-XJ_WcsbNbWNSw,1,cold done chips mexican food restaurant get staple right expect get much right arrived party autocross group every table chips salsa sombreros used server platters senor think even meets health code dinner served buffet style one dishes called fandito think less inspired dish simple pasta mexican flavors thrown dish mother would make leftovers mexican italian nights like really like mexican food however left place hungry even want try dishes salad,review,M6oU3OBf_E6gqlfkLGlStQ,0,0,0,Positive,2
L8STRioAgDx-_FRFuuUU2Q,2011-04-19,riaWMmMx6n1IFAjfcgIzoA,3,better rubio filaberto long shot open late drive walked packed noticed cheap beer margarita wait remember ever seen hole wall mexican spot serving booze wonder sell via drive menu like jewish torah words hard read tacos burritos also come w side toquitos buried chiuaua cheese guacamole shrimp fish taco made tortilla made house food super cheap tasty bad locations middle nowhere,review,qTJw91zBn696dxp8RpiZfA,0,1,0,Positive,2
WwFsYHahQIMzuilmOAfR8g,2011-02-09,yQq5eGvBj90w4O8NwvbCRg,4,accidently discovered place chinese new year vietnamese tet festival year nice surprise buns bigger filling buns lee lee market know know probably many places az sells honestly know places sell mekong plaza lee lee chandler around bun seem fresh times came someone preparing cooking large ovens back nice located asian market shops frequent buyer card pick front every spend get next bakery purchase gonna use since see coming back countless times p please change outdoor business sign aa wholesome bakery since says mekong bakery outside confuses people,review,uNbB1uR4EBhmygUc3IfPAw,1,0,0,Positive,2
FV0BkoGOd3Yu_eJnXY15ZA,2009-10-03,4-RIg_uFHneQch6Pvv45TA,4,unique dining experience staff incredibly nice professional staff entire valley remembered family subsequent returns fun place foodies town guests adventuresome palettes depending family fun place family outings accommodating made dish year old enjoyed,review,VCZ42oA9yRKB93DQI5cHuA,1,1,1,Positive,2
oMw1SaH_zEbOOufTsGuk6w,2007-12-27,-z05Jx-_6dgvcnNQCz7o1w,4,tanked fish one favorite places neighborhood frequent often rolls great quality rather unusual pleasantly different ones price reasonable drinks selection overly excessive cool place riddled kids like many places actually kick back conversation one one weekday evenings special thing request musical choice rather large list real neat else neat happy hour wednesday sure day exactly honest call really want know drinks starters rolls really makes huge difference gave place starts pretty much high goes like eugene,review,vWCksqJJfYjGGdD-yb9qGA,1,3,0,Positive,2
Zpw07SfLkkzqKeRk07GWhw,2012-09-18,Vro4FDX0QmghJO4YA8uXmQ,5,great service angela doc first time wear reading glasses switched mono contact enjoyable experience quick issue contact track replacement done right away definitely recommend,review,-pN7vtnFxLOY-BEyWU2UHA,0,0,1,Positive,2
VpSiOW1PapVmZyyRBK_GBQ,2007-10-13,XnRtNrKAisgJQIxb9dQT7g,4,surprised birthday romantic old school traditional great service kind place low lighting small dining rooms make great ambiance dual menus one french ish one southwestern ish sort odd pair scottsdale appetizer shrimp beinets simply breaded fried greasy lavender dipping sauce salad came along much appealing entrees wonderful perfectly cooked well fact sides essentially meaningless even though remember fairly good also find keep ahi tuna wild boar mind wine menu extensive filled surprises wait staff classic service yet easily engaged conversation friendly acted snobby people expected hand provided diamondbacks rockies scores great time ended night great grand marnier birthday souffles great place people food would go back,review,9D-RAOVRTnALk-GFvhbJcw,3,3,0,Positive,2
AqbgC7Gul5Es1rRzGNLDFA,2009-03-03,C0_XvWKIc6WU7Br95pvcNw,3,happy sprinkles really subtract stars make better cupcakes let first start location stupid easy miss blends everything else personality guess famous though need personality get people second hate scottsdale subtract stars make sense cupcakes really okay set aside disdain chains judge solely quality cupcakes ordered red velvet peanut butter chocolate red velvet plain lacked subtle cocoa flavor lovely tangy flavor buttermilk peeking copious amounts red food coloring tasted red cake really great top cupcake crown popped second picked pissed essentially ruined first bite least could still eat cream cheese frosting really like big bold cream cheese flavor pair red velvet barely tangy super sweet slightly grainy got crust top sitting long red velvet overall kind meh peanut butter chocolate definitely hoped cake dense peanut buttery lacking sugar studded throughout chocolate chips frosting chocolate texture nice smooth covered chocolate jimmies love cupcake okay lack sweetness cake made wished saltier saltier cake paired delightfully sweet frosting would made much grown sophisticated cupcake okay sprinkles back like good luck though would never wish bad things cupcake bakery,review,W_QXYA7A0IhMrvbckz7eVg,1,2,2,Positive,2
bZivzFTkkjNtUBSuMhoCtg,2009-06-10,YCsB_ur8R6fQK9G5cH_0wQ,2,trendy loud music ok sushi lived right across street sushi brokers j used go least month happy hour probably least times friends family say quality good start went downhill since price right go happy hour time kinda expensive quality service seen seen place ok quality sushi,review,vC-9ROCPBhWuXtMcBNeDiQ,0,0,0,Positive,2
yGmdo1ENajB98iryHGoWFw,2009-01-17,SJRnBlTtP_lasrYoKPhk2g,3,good time monkey pants celebrated buddy leaving basic training go back one clock shirtless shot awesome sorry report drunk remember much else tells must good,review,RNSGaQSkC56tGPfKt9lHjQ,1,2,1,Positive,2
MuIXnv7Oq7X3-4aEsp9dDA,2011-08-27,Lqoidcyku8NoT-XOkxzNXw,5,wife finally tried cph greatly surprised everything food expected superior along professionalism staff ambiance well set place could hold large parties comfortably began nigth bottle wine original chopped salad alons rock shrimp exceptional main courses wife orded sea scallops ordered short ribs peter cowboy ciao must miss guy dinners cooked perfection staff never left alone dessert coffee evening special donut holes three dipping sauces fantastic wife usually rate places five stars place actually gets food service meant one wait head back,review,sUNkXg8-KFtCMQDV6zRzQg,0,0,0,Positive,2
HiTpXu1BNE2DlvjyqpObjw,2009-12-28,YftIN3drgo7Lzt1c4ODcrw,5,might say phoenix city without much culture may true aspect however remember phoenix young large city compared cities lie within united states say city work progress catching everyone culture expectations japanese friendship garden downtown phoenix seven years old new park scene metro say looks great keep getting better time happen people stop saying culture phoenix become part evolving city visiting places admission donations fund desired park grounds garden beautiful nice flowing stream several waterfalls coy fish many species plants wait go back next several years see become wonderful masterpiece,review,ceKoQX0_IJZ6Lr9-9LGcbA,6,9,0,Positive,2
YxLiLBNTm4cOg7OlKKLmVw,2009-08-12,xgTAQuozPxLAS7-8s5KpLg,2,wanted chime say place vegetarian un friendly even funny dragged family ended ordering chile relleno meatless item menu short fucking cheese crisp terrible place really kinds lame service mediocre food mediocre many awesome authentic mexican restaurants valley reason earth come back except maybe try mango margarita,review,EXBOkXWPNYZk5HFBg5NbTQ,0,0,0,Neutral,1
1OA1jo0GlK9sf68f00w8ZQ,2011-10-10,wd_d9GcxZ3D6dJwNYLH_yg,4,husband former employer said get phoenix must go n said last time one line door much beef burger person stumbled upon burger joint left ikea decided try emergency granola bar keep purse working line door wants wait line anyway ordered cheeseburger tomato special sauce ketchup arrived card board container kinda cute everything hot fresh burger thick slice onion several crispy lettuce leaves burger okay freshness toppings husband big slice tomato n live hype former employer exactly came pretty close,review,fIvDzLhs-cXbTKWp8P3eIA,0,1,1,Positive,2
